Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,E-mail 2 - Type,E-mail 2 - Value
Ricard Brosel,Ricard,,Brosel,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RicardBrosel@selectiva.com,,
Rickie Durn,Rickie,,Durn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RickieDurn@selectiva.com,,
Rickie Scotchmor,Rickie,,Scotchmor,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RickieScotchmor@selectiva.com,,
Rikki Griffithe,Rikki,,Griffithe,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RikkiGriffithe@selectiva.com,,
Rinaldo Dunseath,Rinaldo,,Dunseath,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RinaldoDunseath@selectiva.com,,
Rinaldo Worner,Rinaldo,,Worner,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RinaldoWorner@selectiva.com,,
Ring Farndale,Ring,,Farndale,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Ring@selectiva.com,,
Ripley Millery,Ripley,,Millery,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Ripley@selectiva.com,,
Rivi Wintringham,Rivi,,Wintringham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RiviWintringham@selectiva.com,,
Rivy Matuskiewicz,Rivy,,Matuskiewicz,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rivy@selectiva.com,,
Roana Waters,Roana,,Waters,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roana@selectiva.com,,
Roanna Dashwood,Roanna,,Dashwood,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roanna@selectiva.com,,
Roanna Wickardt,Roanna,,Wickardt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RoannaWickardt@selectiva.com,,
Robb Leabeater,Robb,,Leabeater,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbLeabeater@selectiva.com,,
Robbi Loosley,Robbi,,Loosley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbiLoosley@selectiva.com,,
Robbi Skeldon,Robbi,,Skeldon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbiSkeldon@selectiva.com,,
Robbie Alu,Robbie,,Alu,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbieAlu@selectiva.com,,
Robbie Ancell,Robbie,,Ancell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Robbie@selectiva.com,,
Robbie Gilman,Robbie,,Gilman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbieGilman@selectiva.com,,
Robbie Hyslop,Robbie,,Hyslop,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbieHyslop@selectiva.com,,
Robby Scrace,Robby,,Scrace,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobbyScrace@selectiva.com,,
Roberto Napolione,Roberto,,Napolione,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobertoNapolione@selectiva.com,,
Robin Kinavan,Robin,,Kinavan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Robin@selectiva.com,,
Robinson Lilleycrop,Robinson,,Lilleycrop,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Robinson@selectiva.com,,
Robyn Woodley,Robyn,,Woodley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RobynWoodley@selectiva.com,,
Rochelle Ianni,Rochelle,,Ianni,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RochelleIanni@selectiva.com,,
Rochelle Mattek,Rochelle,,Mattek,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rochelle@selectiva.com,,
Rockwell Caven,Rockwell,,Caven,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RockwellCaven@selectiva.com,,
Roddy Micheu,Roddy,,Micheu,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RoddyMicheu@selectiva.com,,
Roderic Kingcote,Roderic,,Kingcote,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RodericKingcote@selectiva.com,,
Roderic Lieber,Roderic,,Lieber,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roderic@selectiva.com,,
Rodge Kenney,Rodge,,Kenney,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RodgeKenney@selectiva.com,,
Rodge Shelton,Rodge,,Shelton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RodgeShelton@selectiva.com,,
Rodger Dudley,Rodger,,Dudley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RodgerDudley@selectiva.com,,
Rodolphe Battie,Rodolphe,,Battie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RodolpheBattie@selectiva.com,,
Rodrick Philipot,Rodrick,,Philipot,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rodrick@selectiva.com,,
Roi Godrich,Roi,,Godrich,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RoiGodrich@selectiva.com,,
Roland Voff,Roland,,Voff,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RolandVoff@selectiva.com,,
Rolando Sponder,Rolando,,Sponder,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RolandoSponder@selectiva.com,,
Rolf Cicero,Rolf,,Cicero,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RolfCicero@selectiva.com,,
Rolph Garlee,Rolph,,Garlee,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rolph@selectiva.com,,
Romonda Sherr,Romonda,,Sherr,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RomondaSherr@selectiva.com,,
Ronica Maffezzoli,Ronica,,Maffezzoli,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RonicaMaffezzoli@selectiva.com,,
Ronna Wastell,Ronna,,Wastell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RonnaWastell@selectiva.com,,
Roobbie Cray,Roobbie,,Cray,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roobbie@selectiva.com,,
Rosa Downage,Rosa,,Downage,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosaDownage@selectiva.com,,
Rosalia Culleford,Rosalia,,Culleford,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosaliaCulleford@selectiva.com,,
Rosalie Splevins,Rosalie,,Splevins,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosalieSplevins@selectiva.com,,
Rosalind Farn,Rosalind,,Farn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosalindFarn@selectiva.com,,
Rosalinda Collyer,Rosalinda,,Collyer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosalindaCollyer@selectiva.com,,
Rosalinde Hinkes,Rosalinde,,Hinkes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rosalinde@selectiva.com,,
Rosanne Itzkovwich,Rosanne,,Itzkovwich,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rosanne@selectiva.com,,
Roseanna Santarelli,Roseanna,,Santarelli,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RoseannaSantarelli@selectiva.com,,
Roselia Allender,Roselia,,Allender,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roselia@selectiva.com,,
Roselin Hryniewicki,Roselin,,Hryniewicki,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RoselinHryniewicki@selectiva.com,,
Rosemary Becke,Rosemary,,Becke,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosemaryBecke@selectiva.com,,
Rosette Saberton,Rosette,,Saberton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosetteSaberton@selectiva.com,,
Rosina Plunket,Rosina,,Plunket,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rosina@selectiva.com,,
Rossy Brainsby,Rossy,,Brainsby,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rossy@selectiva.com,,
Rosy Hamflett,Rosy,,Hamflett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosyHamflett@selectiva.com,,
Rosy Hardes,Rosy,,Hardes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RosyHardes@selectiva.com,,
Rosy Nell,Rosy,,Nell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rosy@selectiva.com,,
Rouvin Down,Rouvin,,Down,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RouvinDown@selectiva.com,,
Rouvin MacChaell,Rouvin,,MacChaell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rouvin@selectiva.com,,
Rowen Bradshaw,Rowen,,Bradshaw,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RowenBradshaw@selectiva.com,,
Rowland Dulen,Rowland,,Dulen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RowlandDulen@selectiva.com,,
Rowney Boult,Rowney,,Boult,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rowney@selectiva.com,,
Roxana Rallinshaw,Roxana,,Rallinshaw,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Roxana@selectiva.com,,
Rozalie Whal,Rozalie,,Whal,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RozalieWhal@selectiva.com,,
Rozina Clausen-Thue,Rozina,,Clausen-Thue,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rozina@selectiva.com,,
Ruben Ellcome,Ruben,,Ellcome,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RubenEllcome@selectiva.com,,
Rubetta Buncom,Rubetta,,Buncom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RubettaBuncom@selectiva.com,,
Rubia Moxham,Rubia,,Moxham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rubia@selectiva.com,,
Rubin Gynne,Rubin,,Gynne,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RubinGynne@selectiva.com,,
Ruby McAllen,Ruby,,McAllen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RubyMcAllen@selectiva.com,,
Ruchika Barange,Ruchika,,Barange,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,ruchika.b@selectiva.com,,
Ruddy Hawtry,Ruddy,,Hawtry,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RuddyHawtry@selectiva.com,,
Rudiger Pass,Rudiger,,Pass,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rudiger@selectiva.com,,
Rudolfo Kitto,Rudolfo,,Kitto,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RudolfoKitto@selectiva.com,,
Rufus Southworth,Rufus,,Southworth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RufusSouthworth@selectiva.com,,
Ruggiero Orrocks,Ruggiero,,Orrocks,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RuggieroOrrocks@selectiva.com,,
Ruprecht Scrancher,Ruprecht,,Scrancher,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RuprechtScrancher@selectiva.com,,
Rurik Condit,Rurik,,Condit,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rurik@selectiva.com,,
Russ Poser,Russ,,Poser,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RussPoser@selectiva.com,,
Rustie Culbert,Rustie,,Culbert,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rustie@selectiva.com,,
Rustie Stanway,Rustie,,Stanway,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Rustie@selectiva.com,,
Rusty Campione,Rusty,,Campione,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RustyCampione@selectiva.com,,
Ruthy Marcinkus,Ruthy,,Marcinkus,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RuthyMarcinkus@selectiva.com,,
Ruttger Wheadon,Ruttger,,Wheadon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RuttgerWheadon@selectiva.com,,
Ryann Bidnall,Ryann,,Bidnall,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,RyannBidnall@selectiva.com,,
Sabina Lefwich,Sabina,,Lefwich,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sabina@selectiva.com,,
Sadye Pitherick,Sadye,,Pitherick,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SadyePitherick@selectiva.com,,
Sal Parsisson,Sal,,Parsisson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sal@selectiva.com,,
Salem Henfre,Salem,,Henfre,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SalemHenfre@selectiva.com,,
Sallee holmes,Sallee,,holmes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sallee@selectiva.com,,
Sally Ortes,Sally,,Ortes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SallyOrtes@selectiva.com,,
Sally Shillaber,Sally,,Shillaber,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SallyShillaber@selectiva.com,,
Sally Srutton,Sally,,Srutton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sally@selectiva.com,,
Salvatore Kilian,Salvatore,,Kilian,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SalvatoreKilian@selectiva.com,,
Sammy Menichi,Sammy,,Menichi,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SammyMenichi@selectiva.com,,
Samson Lenard,Samson,,Lenard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SamsonLenard@selectiva.com,,
Samuel Boards,Samuel,,Boards,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Samuel@selectiva.com,,
Samyak Wahane,Samyak,,Wahane,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,samyak7509@gmail.com,,
Sancho Sharrard,Sancho,,Sharrard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sancho@selectiva.com,,
Sander Hulett,Sander,,Hulett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SanderHulett@selectiva.com,,
Sanders Pudney,Sanders,,Pudney,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sanders@selectiva.com,,
Sanderson Speirs,Sanderson,,Speirs,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SandersonSpeirs@selectiva.com,,
Sandie Lamartine,Sandie,,Lamartine,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sandie@selectiva.com,,
Sandro Sherrard,Sandro,,Sherrard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SandroSherrard@selectiva.com,,
Sandy Coom,Sandy,,Coom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SandyCoom@selectiva.com,,
Sanford Newitt,Sanford,,Newitt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SanfordNewitt@selectiva.com,,
Sasha Poate,Sasha,,Poate,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SashaPoate@selectiva.com,,
Sashenka Pernell,Sashenka,,Pernell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SashenkaPernell@selectiva.com,,
Sashenka Snalom,Sashenka,,Snalom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SashenkaSnalom@selectiva.com,,
Saunder Le Claire,Saunder,,Le Claire,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SaunderLe Claire@selectiva.com,,
Saunders Spensley,Saunders,,Spensley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Saunders@selectiva.com,,
Saundra McAw,Saundra,,McAw,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Saundra@selectiva.com,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,savi@selectiva.com,,
Savina Alfonso,Savina,,Alfonso,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SavinaAlfonso@selectiva.com,,
Sax Climance,Sax,,Climance,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SaxClimance@selectiva.com,,
Saxe Gress,Saxe,,Gress,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SaxeGress@selectiva.com,,
Sayre Riquet,Sayre,,Riquet,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SayreRiquet@selectiva.com,,
Scarlett Welbeck,Scarlett,,Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ScarlettWelbeck@selectiva.com,,
Sean Guidini,Sean,,Guidini,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SeanGuidini@selectiva.com,,
Seana Rucklesse,Seana,,Rucklesse,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Seana@selectiva.com,,
Sebastien Saladin,Sebastien,,Saladin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SebastienSaladin@selectiva.com,,
Seka Kyffin,Seka,,Kyffin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SekaKyffin@selectiva.com,,
Selby McNeillie,Selby,,McNeillie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SelbyMcNeillie@selectiva.com,,
Selena Blannin,Selena,,Blannin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Selena@selectiva.com,,
Selena Sympson,Selena,,Sympson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SelenaSympson@selectiva.com,,
Selina Huscroft,Selina,,Huscroft,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Selina@selectiva.com,,
Selle Sexten,Selle,,Sexten,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SelleSexten@selectiva.com,,
Selma Sarfat,Selma,,Sarfat,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Selma@selectiva.com,,
Sena Vorley,Sena,,Vorley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SenaVorley@selectiva.com,,
Serena Finkle,Serena,,Finkle,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SerenaFinkle@selectiva.com,,
Serena Kahen,Serena,,Kahen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SerenaKahen@selectiva.com,,
Sergio Kilius,Sergio,,Kilius,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SergioKilius@selectiva.com,,
Seumas Mandres,Seumas,,Mandres,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Seumas@selectiva.com,,
Shailendra Modi,Shailendra,,Modi,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,shailendra@selectiva.com,,
Shailendra Singh,Shailendra,,Singh,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,Shailendra@gmail.com,,
Shalna Blabie,Shalna,,Blabie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShalnaBlabie@selectiva.com,,
Shalne Brecknock,Shalne,,Brecknock,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShalneBrecknock@selectiva.com,,
Shalom Birrell,Shalom,,Birrell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShalomBirrell@selectiva.com,,
Shalom Klimpt,Shalom,,Klimpt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shalom@selectiva.com,,
Shanda Twycross,Shanda,,Twycross,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShandaTwycross@selectiva.com,,
Shandee Humbee,Shandee,,Humbee,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShandeeHumbee@selectiva.com,,
Shane Burds,Shane,,Burds,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shane@selectiva.com,,
Shantee Hainsworth,Shantee,,Hainsworth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShanteeHainsworth@selectiva.com,,
Shara Kiefer,Shara,,Kiefer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SharaKiefer@selectiva.com,,
Sharl McNeill,Sharl,,McNeill,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SharlMcNeill@selectiva.com,,
Sharona Allebone,Sharona,,Allebone,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SharonaAllebone@selectiva.com,,
Sharyl Litherborough,Sharyl,,Litherborough,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sharyl@selectiva.com,,
Shaughn Gorden,Shaughn,,Gorden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShaughnGorden@selectiva.com,,
Shauna Goucher,Shauna,,Goucher,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shauna@selectiva.com,,
Shaw Commins,Shaw,,Commins,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shaw@selectiva.com,,
Shawn Arents,Shawn,,Arents,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShawnArents@selectiva.com,,
Shawn Lynthal,Shawn,,Lynthal,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shawn@selectiva.com,,
Shawna Matonin,Shawna,,Matonin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShawnaMatonin@selectiva.com,,
Shayla Lambal,Shayla,,Lambal,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShaylaLambal@selectiva.com,,
Shaylah Innett,Shaylah,,Innett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShaylahInnett@selectiva.com,,
Shaylyn Dengel,Shaylyn,,Dengel,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShaylynDengel@selectiva.com,,
Shayna Dewer,Shayna,,Dewer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Shayna@selectiva.com,,
Shayna Miller,Shayna,,Miller,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,ShaynaMiller@selectiva.com,,
Sheffy Heino,Sheffy,,Heino,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SheffyHeino@selectiva.com,,
Sheila Lackie,Sheila,,Lackie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,SheilaLackie@selectiva.com,,
Sheila-kathryn Bleaden,Sheila-kathryn,,Bleaden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Sheila-kathrynBleaden@selectiva.com,,
